Date,ServiceName,MeterCategory,CostUSD,ResourceGroup,Tags,SubscriptionName,Location
2025-11-05,Azure CDN,GB Transferred,14.0749,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""staging""}",azure-ml-team,eastus
2025-11-05,Azure CDN,GB Transferred,12.1144,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""development""}",azure-ml-team,westeurope
2025-11-05,Azure CDN,GB Transferred,11.2343,frontend-rg,"{""team"": ""frontend"", ""env"": ""production""}",azure-frontend,westeurope
2025-11-05,Azure CDN,GB Transferred,13.1554,frontend-rg,"{""team"": ""frontend"", ""env"": ""staging""}",azure-frontend,westeurope
2025-11-05,Azure CDN,GB Transferred,12.7543,frontend-rg,"{""team"": ""frontend"", ""env"": ""development""}",azure-frontend,eastus
2025-11-05,Azure CDN,GB Transferred,13.9755,backend-rg,"{""team"": ""backend"", ""env"": ""production""}",azure-backend,southeastasia
2025-11-05,Azure CDN,GB Transferred,12.2943,backend-rg,"{""team"": ""backend"", ""env"": ""staging""}",azure-backend,southeastasia
2025-11-05,Azure CDN,GB Transferred,12.5185,backend-rg,"{""team"": ""backend"", ""env"": ""development""}",azure-backend,southeastasia
2025-11-05,Azure Functions,Executions,14.6429,platform-rg,"{""team"": ""platform"", ""env"": ""production""}",azure-platform,eastus
2025-11-05,Azure Functions,Executions,14.9616,platform-rg,"{""team"": ""platform"", ""env"": ""staging""}",azure-platform,eastus
2025-11-05,Azure Functions,Executions,14.3183,platform-rg,"{""team"": ""platform"", ""env"": ""development""}",azure-platform,southeastasia
2025-11-05,Azure Functions,Executions,14.1018,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""production""}",azure-data-eng,southeastasia
2025-11-05,Azure Functions,Executions,12.3709,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""staging""}",azure-data-eng,westeurope
2025-11-05,Azure Functions,Executions,14.0874,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""development""}",azure-data-eng,eastus
2025-11-05,Azure Functions,Executions,15.7981,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""production""}",azure-ml-team,eastus
2025-11-05,Azure Functions,Executions,15.9785,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""staging""}",azure-ml-team,eastus
2025-11-05,Azure Functions,Executions,14.2133,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""development""}",azure-ml-team,eastus
2025-11-05,Azure Functions,Executions,16.5786,frontend-rg,"{""team"": ""frontend"", ""env"": ""production""}",azure-frontend,eastus
2025-11-05,Azure Functions,Executions,14.8043,frontend-rg,"{""team"": ""frontend"", ""env"": ""staging""}",azure-frontend,southeastasia
2025-11-05,Azure Functions,Executions,13.0555,frontend-rg,"{""team"": ""frontend"", ""env"": ""development""}",azure-frontend,westeurope
2025-11-05,Azure Functions,Executions,12.6353,backend-rg,"{""team"": ""backend"", ""env"": ""production""}",azure-backend,westeurope
2025-11-05,Azure Functions,Executions,16.4701,backend-rg,"{""team"": ""backend"", ""env"": ""staging""}",azure-backend,westeurope
2025-11-05,Azure Functions,Executions,14.3444,backend-rg,"{""team"": ""backend"", ""env"": ""development""}",azure-backend,southeastasia
2025-11-05,Azure Bandwidth,GB Egress,22.836,platform-rg,"{""team"": ""platform"", ""env"": ""production""}",azure-platform,southeastasia
2025-11-05,Azure Bandwidth,GB Egress,20.4244,platform-rg,"{""team"": ""platform"", ""env"": ""staging""}",azure-platform,westeurope
2025-11-05,Azure Bandwidth,GB Egress,24.7243,platform-rg,"{""team"": ""platform"", ""env"": ""development""}",azure-platform,westeurope
2025-11-05,Azure Bandwidth,GB Egress,26.5712,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""production""}",azure-data-eng,westeurope
2025-11-05,Azure Bandwidth,GB Egress,24.0275,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""staging""}",azure-data-eng,westeurope
2025-11-05,Azure Bandwidth,GB Egress,23.2071,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""development""}",azure-data-eng,southeastasia
2025-11-05,Azure Bandwidth,GB Egress,24.3697,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""production""}",azure-ml-team,eastus
2025-11-05,Azure Bandwidth,GB Egress,28.5058,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""staging""}",azure-ml-team,westeurope
2025-11-05,Azure Bandwidth,GB Egress,22.4232,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""development""}",azure-ml-team,westeurope
2025-11-05,Azure Bandwidth,GB Egress,24.1567,frontend-rg,"{""team"": ""frontend"", ""env"": ""production""}",azure-frontend,southeastasia
2025-11-05,Azure Bandwidth,GB Egress,28.431,frontend-rg,"{""team"": ""frontend"", ""env"": ""staging""}",azure-frontend,southeastasia
2025-11-05,Azure Bandwidth,GB Egress,26.7776,frontend-rg,"{""team"": ""frontend"", ""env"": ""development""}",azure-frontend,westeurope
2025-11-05,Azure Bandwidth,GB Egress,26.0506,backend-rg,"{""team"": ""backend"", ""env"": ""production""}",azure-backend,westeurope
2025-11-05,Azure Bandwidth,GB Egress,24.1411,backend-rg,"{""team"": ""backend"", ""env"": ""staging""}",azure-backend,westeurope
2025-11-05,Azure Bandwidth,GB Egress,25.7077,backend-rg,"{""team"": ""backend"", ""env"": ""development""}",azure-backend,westeurope
2025-11-06,Virtual Machines,Compute Hours,244.1083,platform-rg,"{""team"": ""platform"", ""env"": ""production""}",azure-platform,eastus
2025-11-06,Virtual Machines,Compute Hours,236.6844,platform-rg,"{""team"": ""platform"", ""env"": ""staging""}",azure-platform,eastus
2025-11-06,Virtual Machines,Compute Hours,231.5897,platform-rg,"{""team"": ""platform"", ""env"": ""development""}",azure-platform,westeurope
2025-11-06,Virtual Machines,Compute Hours,274.628,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""production""}",azure-data-eng,westeurope
2025-11-06,Virtual Machines,Compute Hours,255.1307,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""staging""}",azure-data-eng,eastus
2025-11-06,Virtual Machines,Compute Hours,263.7866,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""development""}",azure-data-eng,eastus
2025-11-06,Virtual Machines,Compute Hours,260.0271,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""production""}",azure-ml-team,westeurope
2025-11-06,Virtual Machines,Compute Hours,266.7049,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""staging""}",azure-ml-team,westeurope
2025-11-06,Virtual Machines,Compute Hours,250.6446,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""development""}",azure-ml-team,westeurope
2025-11-06,Virtual Machines,Compute Hours,245.4052,frontend-rg,"{""team"": ""frontend"", ""env"": ""production""}",azure-frontend,eastus
2025-11-06,Virtual Machines,Compute Hours,237.7027,frontend-rg,"{""team"": ""frontend"", ""env"": ""staging""}",azure-frontend,eastus
2025-11-06,Virtual Machines,Compute Hours,223.8806,frontend-rg,"{""team"": ""frontend"", ""env"": ""development""}",azure-frontend,eastus
2025-11-06,Virtual Machines,Compute Hours,230.6206,backend-rg,"{""team"": ""backend"", ""env"": ""production""}",azure-backend,southeastasia
2025-11-06,Virtual Machines,Compute Hours,248.0888,backend-rg,"{""team"": ""backend"", ""env"": ""staging""}",azure-backend,eastus
2025-11-06,Virtual Machines,Compute Hours,219.5155,backend-rg,"{""team"": ""backend"", ""env"": ""development""}",azure-backend,eastus
2025-11-06,Azure Blob Storage,GRS Data Stored,36.0562,platform-rg,"{""team"": ""platform"", ""env"": ""production""}",azure-platform,southeastasia
2025-11-06,Azure Blob Storage,GRS Data Stored,45.0414,platform-rg,"{""team"": ""platform"", ""env"": ""staging""}",azure-platform,eastus
2025-11-06,Azure Blob Storage,GRS Data Stored,42.0099,platform-rg,"{""team"": ""platform"", ""env"": ""development""}",azure-platform,eastus
2025-11-06,Azure Blob Storage,GRS Data Stored,39.5045,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""production""}",azure-data-eng,eastus
2025-11-06,Azure Blob Storage,GRS Data Stored,49.5978,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""staging""}",azure-data-eng,eastus
2025-11-06,Azure Blob Storage,GRS Data Stored,35.0705,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""development""}",azure-data-eng,southeastasia
2025-11-06,Azure Blob Storage,GRS Data Stored,44.7948,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""production""}",azure-ml-team,westeurope
2025-11-06,Azure Blob Storage,GRS Data Stored,40.766,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""staging""}",azure-ml-team,southeastasia
2025-11-06,Azure Blob Storage,GRS Data Stored,44.0885,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""development""}",azure-ml-team,eastus
2025-11-06,Azure Blob Storage,GRS Data Stored,41.5829,frontend-rg,"{""team"": ""frontend"", ""env"": ""production""}",azure-frontend,eastus
2025-11-06,Azure Blob Storage,GRS Data Stored,34.2403,frontend-rg,"{""team"": ""frontend"", ""env"": ""staging""}",azure-frontend,westeurope
2025-11-06,Azure Blob Storage,GRS Data Stored,41.5329,frontend-rg,"{""team"": ""frontend"", ""env"": ""development""}",azure-frontend,westeurope
2025-11-06,Azure Blob Storage,GRS Data Stored,42.4227,backend-rg,"{""team"": ""backend"", ""env"": ""production""}",azure-backend,westeurope
2025-11-06,Azure Blob Storage,GRS Data Stored,33.0553,backend-rg,"{""team"": ""backend"", ""env"": ""staging""}",azure-backend,eastus
2025-11-06,Azure Blob Storage,GRS Data Stored,48.3839,backend-rg,"{""team"": ""backend"", ""env"": ""development""}",azure-backend,westeurope
2025-11-06,Azure SQL Database,vCore Hours,83.2769,platform-rg,"{""team"": ""platform"", ""env"": ""production""}",azure-platform,eastus
2025-11-06,Azure SQL Database,vCore Hours,85.9073,platform-rg,"{""team"": ""platform"", ""env"": ""staging""}",azure-platform,westeurope
2025-11-06,Azure SQL Database,vCore Hours,72.5105,platform-rg,"{""team"": ""platform"", ""env"": ""development""}",azure-platform,southeastasia
2025-11-06,Azure SQL Database,vCore Hours,86.0431,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""production""}",azure-data-eng,eastus
2025-11-06,Azure SQL Database,vCore Hours,88.9513,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""staging""}",azure-data-eng,southeastasia
2025-11-06,Azure SQL Database,vCore Hours,82.8567,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""development""}",azure-data-eng,eastus
2025-11-06,Azure SQL Database,vCore Hours,80.9397,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""production""}",azure-ml-team,southeastasia
2025-11-06,Azure SQL Database,vCore Hours,74.4931,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""staging""}",azure-ml-team,eastus
2025-11-06,Azure SQL Database,vCore Hours,79.4317,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""development""}",azure-ml-team,southeastasia
2025-11-06,Azure SQL Database,vCore Hours,77.2749,frontend-rg,"{""team"": ""frontend"", ""env"": ""production""}",azure-frontend,southeastasia
2025-11-06,Azure SQL Database,vCore Hours,85.1783,frontend-rg,"{""team"": ""frontend"", ""env"": ""staging""}",azure-frontend,westeurope
2025-11-06,Azure SQL Database,vCore Hours,74.8118,frontend-rg,"{""team"": ""frontend"", ""env"": ""development""}",azure-frontend,westeurope
2025-11-06,Azure SQL Database,vCore Hours,85.1247,backend-rg,"{""team"": ""backend"", ""env"": ""production""}",azure-backend,eastus
2025-11-06,Azure SQL Database,vCore Hours,74.8912,backend-rg,"{""team"": ""backend"", ""env"": ""staging""}",azure-backend,eastus
2025-11-06,Azure SQL Database,vCore Hours,79.0953,backend-rg,"{""team"": ""backend"", ""env"": ""development""}",azure-backend,southeastasia
2025-11-06,Azure Kubernetes Service,Node Hours,55.5746,platform-rg,"{""team"": ""platform"", ""env"": ""production""}",azure-platform,eastus
2025-11-06,Azure Kubernetes Service,Node Hours,49.3199,platform-rg,"{""team"": ""platform"", ""env"": ""staging""}",azure-platform,southeastasia
2025-11-06,Azure Kubernetes Service,Node Hours,55.7381,platform-rg,"{""team"": ""platform"", ""env"": ""development""}",azure-platform,eastus
2025-11-06,Azure Kubernetes Service,Node Hours,55.2758,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""production""}",azure-data-eng,westeurope
2025-11-06,Azure Kubernetes Service,Node Hours,51.3712,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""staging""}",azure-data-eng,southeastasia
2025-11-06,Azure Kubernetes Service,Node Hours,58.1609,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""development""}",azure-data-eng,eastus
2025-11-06,Azure Kubernetes Service,Node Hours,53.0238,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""production""}",azure-ml-team,westeurope
2025-11-06,Azure Kubernetes Service,Node Hours,57.8789,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""staging""}",azure-ml-team,eastus
2025-11-06,Azure Kubernetes Service,Node Hours,61.1544,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""development""}",azure-ml-team,eastus
2025-11-06,Azure Kubernetes Service,Node Hours,51.5117,frontend-rg,"{""team"": ""frontend"", ""env"": ""production""}",azure-frontend,southeastasia
2025-11-06,Azure Kubernetes Service,Node Hours,55.7116,frontend-rg,"{""team"": ""frontend"", ""env"": ""staging""}",azure-frontend,eastus
2025-11-06,Azure Kubernetes Service,Node Hours,49.6338,frontend-rg,"{""team"": ""frontend"", ""env"": ""development""}",azure-frontend,westeurope
2025-11-06,Azure Kubernetes Service,Node Hours,47.7607,backend-rg,"{""team"": ""backend"", ""env"": ""production""}",azure-backend,westeurope
2025-11-06,Azure Kubernetes Service,Node Hours,51.7289,backend-rg,"{""team"": ""backend"", ""env"": ""staging""}",azure-backend,eastus
2025-11-06,Azure Kubernetes Service,Node Hours,46.1979,backend-rg,"{""team"": ""backend"", ""env"": ""development""}",azure-backend,eastus
2025-11-06,Azure CDN,GB Transferred,11.7439,platform-rg,"{""team"": ""platform"", ""env"": ""production""}",azure-platform,eastus
2025-11-06,Azure CDN,GB Transferred,13.509,platform-rg,"{""team"": ""platform"", ""env"": ""staging""}",azure-platform,westeurope
2025-11-06,Azure CDN,GB Transferred,12.2333,platform-rg,"{""team"": ""platform"", ""env"": ""development""}",azure-platform,southeastasia
2025-11-06,Azure CDN,GB Transferred,13.6465,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""production""}",azure-data-eng,eastus
2025-11-06,Azure CDN,GB Transferred,13.1719,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""staging""}",azure-data-eng,westeurope
2025-11-06,Azure CDN,GB Transferred,14.9632,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""development""}",azure-data-eng,eastus
2025-11-06,Azure CDN,GB Transferred,13.4315,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""production""}",azure-ml-team,eastus
2025-11-06,Azure CDN,GB Transferred,14.1125,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""staging""}",azure-ml-team,westeurope
2025-11-06,Azure CDN,GB Transferred,13.2902,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""development""}",azure-ml-team,westeurope
2025-11-06,Azure CDN,GB Transferred,13.1857,frontend-rg,"{""team"": ""frontend"", ""env"": ""production""}",azure-frontend,southeastasia
2025-11-06,Azure CDN,GB Transferred,14.1708,frontend-rg,"{""team"": ""frontend"", ""env"": ""staging""}",azure-frontend,westeurope
2025-11-06,Azure CDN,GB Transferred,13.5983,frontend-rg,"{""team"": ""frontend"", ""env"": ""development""}",azure-frontend,westeurope
2025-11-06,Azure CDN,GB Transferred,13.0688,backend-rg,"{""team"": ""backend"", ""env"": ""production""}",azure-backend,westeurope
2025-11-06,Azure CDN,GB Transferred,13.0637,backend-rg,"{""team"": ""backend"", ""env"": ""staging""}",azure-backend,eastus
2025-11-06,Azure CDN,GB Transferred,13.4476,backend-rg,"{""team"": ""backend"", ""env"": ""development""}",azure-backend,westeurope
2025-11-06,Azure Functions,Executions,13.9541,platform-rg,"{""team"": ""platform"", ""env"": ""production""}",azure-platform,eastus
2025-11-06,Azure Functions,Executions,13.8974,platform-rg,"{""team"": ""platform"", ""env"": ""staging""}",azure-platform,eastus
2025-11-06,Azure Functions,Executions,16.7567,platform-rg,"{""team"": ""platform"", ""env"": ""development""}",azure-platform,southeastasia
2025-11-06,Azure Functions,Executions,17.3435,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""production""}",azure-data-eng,eastus
2025-11-06,Azure Functions,Executions,13.6099,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""staging""}",azure-data-eng,eastus
2025-11-06,Azure Functions,Executions,13.9573,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""development""}",azure-data-eng,eastus
2025-11-06,Azure Functions,Executions,16.3786,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""production""}",azure-ml-team,southeastasia
2025-11-06,Azure Functions,Executions,15.5646,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""staging""}",azure-ml-team,westeurope
2025-11-06,Azure Functions,Executions,15.7556,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""development""}",azure-ml-team,eastus
2025-11-06,Azure Functions,Executions,16.0499,frontend-rg,"{""team"": ""frontend"", ""env"": ""production""}",azure-frontend,westeurope
2025-11-06,Azure Functions,Executions,14.5297,frontend-rg,"{""team"": ""frontend"", ""env"": ""staging""}",azure-frontend,southeastasia
2025-11-06,Azure Functions,Executions,15.2925,frontend-rg,"{""team"": ""frontend"", ""env"": ""development""}",azure-frontend,southeastasia
2025-11-06,Azure Functions,Executions,15.1886,backend-rg,"{""team"": ""backend"", ""env"": ""production""}",azure-backend,southeastasia
2025-11-06,Azure Functions,Executions,13.704,backend-rg,"{""team"": ""backend"", ""env"": ""staging""}",azure-backend,westeurope
2025-11-06,Azure Functions,Executions,15.2726,backend-rg,"{""team"": ""backend"", ""env"": ""development""}",azure-backend,westeurope
2025-11-06,Azure Bandwidth,GB Egress,28.5101,platform-rg,"{""team"": ""platform"", ""env"": ""production""}",azure-platform,westeurope
2025-11-06,Azure Bandwidth,GB Egress,24.8811,platform-rg,"{""team"": ""platform"", ""env"": ""staging""}",azure-platform,southeastasia
2025-11-06,Azure Bandwidth,GB Egress,26.0048,platform-rg,"{""team"": ""platform"", ""env"": ""development""}",azure-platform,westeurope
2025-11-06,Azure Bandwidth,GB Egress,26.1298,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""production""}",azure-data-eng,southeastasia
2025-11-06,Azure Bandwidth,GB Egress,24.9953,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""staging""}",azure-data-eng,westeurope
2025-11-06,Azure Bandwidth,GB Egress,27.2153,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""development""}",azure-data-eng,westeurope
2025-11-06,Azure Bandwidth,GB Egress,24.0824,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""production""}",azure-ml-team,eastus
2025-11-06,Azure Bandwidth,GB Egress,28.7292,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""staging""}",azure-ml-team,eastus
2025-11-06,Azure Bandwidth,GB Egress,27.0983,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""development""}",azure-ml-team,eastus
2025-11-06,Azure Bandwidth,GB Egress,23.4898,frontend-rg,"{""team"": ""frontend"", ""env"": ""production""}",azure-frontend,southeastasia
2025-11-06,Azure Bandwidth,GB Egress,29.5728,frontend-rg,"{""team"": ""frontend"", ""env"": ""staging""}",azure-frontend,eastus
2025-11-06,Azure Bandwidth,GB Egress,26.0406,frontend-rg,"{""team"": ""frontend"", ""env"": ""development""}",azure-frontend,westeurope
2025-11-06,Azure Bandwidth,GB Egress,23.9834,backend-rg,"{""team"": ""backend"", ""env"": ""production""}",azure-backend,eastus
2025-11-06,Azure Bandwidth,GB Egress,28.2026,backend-rg,"{""team"": ""backend"", ""env"": ""staging""}",azure-backend,southeastasia
2025-11-06,Azure Bandwidth,GB Egress,26.7946,backend-rg,"{""team"": ""backend"", ""env"": ""development""}",azure-backend,eastus
2025-11-07,Virtual Machines,Compute Hours,215.7434,platform-rg,"{""team"": ""platform"", ""env"": ""production""}",azure-platform,southeastasia
2025-11-07,Virtual Machines,Compute Hours,244.5341,platform-rg,"{""team"": ""platform"", ""env"": ""staging""}",azure-platform,westeurope
2025-11-07,Virtual Machines,Compute Hours,263.1247,platform-rg,"{""team"": ""platform"", ""env"": ""development""}",azure-platform,eastus
2025-11-07,Virtual Machines,Compute Hours,206.7893,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""production""}",azure-data-eng,westeurope
2025-11-07,Virtual Machines,Compute Hours,258.6425,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""staging""}",azure-data-eng,westeurope
2025-11-07,Virtual Machines,Compute Hours,260.3268,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""development""}",azure-data-eng,westeurope
2025-11-07,Virtual Machines,Compute Hours,229.3375,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""production""}",azure-ml-team,westeurope
2025-11-07,Virtual Machines,Compute Hours,262.9295,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""staging""}",azure-ml-team,westeurope
2025-11-07,Virtual Machines,Compute Hours,256.8498,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""development""}",azure-ml-team,eastus
2025-11-07,Virtual Machines,Compute Hours,229.1573,frontend-rg,"{""team"": ""frontend"", ""env"": ""production""}",azure-frontend,eastus
2025-11-07,Virtual Machines,Compute Hours,277.9201,frontend-rg,"{""team"": ""frontend"", ""env"": ""staging""}",azure-frontend,westeurope
2025-11-07,Virtual Machines,Compute Hours,276.0326,frontend-rg,"{""team"": ""frontend"", ""env"": ""development""}",azure-frontend,southeastasia
2025-11-07,Virtual Machines,Compute Hours,249.9841,backend-rg,"{""team"": ""backend"", ""env"": ""production""}",azure-backend,eastus
2025-11-07,Virtual Machines,Compute Hours,252.0899,backend-rg,"{""team"": ""backend"", ""env"": ""staging""}",azure-backend,southeastasia
2025-11-07,Virtual Machines,Compute Hours,273.4547,backend-rg,"{""team"": ""backend"", ""env"": ""development""}",azure-backend,eastus
2025-11-07,Azure Blob Storage,GRS Data Stored,40.4593,platform-rg,"{""team"": ""platform"", ""env"": ""production""}",azure-platform,eastus
2025-11-07,Azure Blob Storage,GRS Data Stored,34.0431,platform-rg,"{""team"": ""platform"", ""env"": ""staging""}",azure-platform,southeastasia
2025-11-07,Azure Blob Storage,GRS Data Stored,43.0092,platform-rg,"{""team"": ""platform"", ""env"": ""development""}",azure-platform,westeurope
2025-11-07,Azure Blob Storage,GRS Data Stored,38.1876,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""production""}",azure-data-eng,eastus
2025-11-07,Azure Blob Storage,GRS Data Stored,39.7578,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""staging""}",azure-data-eng,eastus
2025-11-07,Azure Blob Storage,GRS Data Stored,46.6097,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""development""}",azure-data-eng,eastus
2025-11-07,Azure Blob Storage,GRS Data Stored,40.7066,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""production""}",azure-ml-team,westeurope
2025-11-07,Azure Blob Storage,GRS Data Stored,41.2099,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""staging""}",azure-ml-team,westeurope
2025-11-07,Azure Blob Storage,GRS Data Stored,43.0935,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""development""}",azure-ml-team,westeurope
2025-11-07,Azure Blob Storage,GRS Data Stored,43.0774,frontend-rg,"{""team"": ""frontend"", ""env"": ""production""}",azure-frontend,westeurope
2025-11-07,Azure Blob Storage,GRS Data Stored,37.7948,frontend-rg,"{""team"": ""frontend"", ""env"": ""staging""}",azure-frontend,eastus
2025-11-07,Azure Blob Storage,GRS Data Stored,40.9799,frontend-rg,"{""team"": ""frontend"", ""env"": ""development""}",azure-frontend,westeurope
2025-11-07,Azure Blob Storage,GRS Data Stored,41.3375,backend-rg,"{""team"": ""backend"", ""env"": ""production""}",azure-backend,westeurope
2025-11-07,Azure Blob Storage,GRS Data Stored,42.2122,backend-rg,"{""team"": ""backend"", ""env"": ""staging""}",azure-backend,southeastasia
2025-11-07,Azure Blob Storage,GRS Data Stored,42.276,backend-rg,"{""team"": ""backend"", ""env"": ""development""}",azure-backend,southeastasia
2025-11-07,Azure SQL Database,vCore Hours,99.9315,platform-rg,"{""team"": ""platform"", ""env"": ""production""}",azure-platform,eastus
2025-11-07,Azure SQL Database,vCore Hours,72.4781,platform-rg,"{""team"": ""platform"", ""env"": ""staging""}",azure-platform,eastus
2025-11-07,Azure SQL Database,vCore Hours,88.2058,platform-rg,"{""team"": ""platform"", ""env"": ""development""}",azure-platform,eastus
2025-11-07,Azure SQL Database,vCore Hours,89.6888,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""production""}",azure-data-eng,eastus
2025-11-07,Azure SQL Database,vCore Hours,84.6509,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""staging""}",azure-data-eng,westeurope
2025-11-07,Azure SQL Database,vCore Hours,76.3119,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""development""}",azure-data-eng,southeastasia
2025-11-07,Azure SQL Database,vCore Hours,93.1998,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""production""}",azure-ml-team,westeurope
2025-11-07,Azure SQL Database,vCore Hours,65.0654,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""staging""}",azure-ml-team,southeastasia
2025-11-07,Azure SQL Database,vCore Hours,76.0715,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""development""}",azure-ml-team,westeurope
2025-11-07,Azure SQL Database,vCore Hours,89.6035,frontend-rg,"{""team"": ""frontend"", ""env"": ""production""}",azure-frontend,eastus
2025-11-07,Azure SQL Database,vCore Hours,78.356,frontend-rg,"{""team"": ""frontend"", ""env"": ""staging""}",azure-frontend,westeurope
2025-11-07,Azure SQL Database,vCore Hours,92.7023,frontend-rg,"{""team"": ""frontend"", ""env"": ""development""}",azure-frontend,eastus
2025-11-07,Azure SQL Database,vCore Hours,70.0273,backend-rg,"{""team"": ""backend"", ""env"": ""production""}",azure-backend,eastus
2025-11-07,Azure SQL Database,vCore Hours,72.9432,backend-rg,"{""team"": ""backend"", ""env"": ""staging""}",azure-backend,southeastasia
2025-11-07,Azure SQL Database,vCore Hours,77.1777,backend-rg,"{""team"": ""backend"", ""env"": ""development""}",azure-backend,southeastasia
2025-11-07,Azure Kubernetes Service,Node Hours,54.6656,platform-rg,"{""team"": ""platform"", ""env"": ""production""}",azure-platform,westeurope
2025-11-07,Azure Kubernetes Service,Node Hours,51.6336,platform-rg,"{""team"": ""platform"", ""env"": ""staging""}",azure-platform,southeastasia
2025-11-07,Azure Kubernetes Service,Node Hours,50.361,platform-rg,"{""team"": ""platform"", ""env"": ""development""}",azure-platform,eastus
2025-11-07,Azure Kubernetes Service,Node Hours,59.4216,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""production""}",azure-data-eng,southeastasia
2025-11-07,Azure Kubernetes Service,Node Hours,59.8628,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""staging""}",azure-data-eng,southeastasia
2025-11-07,Azure Kubernetes Service,Node Hours,50.7215,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""development""}",azure-data-eng,eastus
2025-11-07,Azure Kubernetes Service,Node Hours,44.5791,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""production""}",azure-ml-team,southeastasia
2025-11-07,Azure Kubernetes Service,Node Hours,42.4561,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""staging""}",azure-ml-team,southeastasia
2025-11-07,Azure Kubernetes Service,Node Hours,53.8211,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""development""}",azure-ml-team,southeastasia
