usage_start_time,service_description,sku_description,cost,currency,project_id,labels,location_region
2025-12-07 22:01:54 UTC,Cloud Storage,Standard Storage,19.5216,USD,gcp-data-eng-development,"{""team"": ""data-eng"", ""env"": ""development""}",europe-west1
2025-12-07 22:01:54 UTC,Cloud Storage,Standard Storage,18.9122,USD,gcp-ml-team-production,"{""team"": ""ml-team"", ""env"": ""production""}",europe-west1
2025-12-07 22:01:54 UTC,Cloud Storage,Standard Storage,22.0965,USD,gcp-ml-team-staging,"{""team"": ""ml-team"", ""env"": ""staging""}",us-central1
2025-12-07 22:01:54 UTC,Cloud Storage,Standard Storage,22.1827,USD,gcp-ml-team-development,"{""team"": ""ml-team"", ""env"": ""development""}",asia-east1
2025-12-07 22:01:54 UTC,Cloud Storage,Standard Storage,21.0731,USD,gcp-frontend-production,"{""team"": ""frontend"", ""env"": ""production""}",asia-east1
2025-12-07 22:01:54 UTC,Cloud Storage,Standard Storage,20.9986,USD,gcp-frontend-staging,"{""team"": ""frontend"", ""env"": ""staging""}",asia-east1
2025-12-07 22:01:54 UTC,Cloud Storage,Standard Storage,18.8279,USD,gcp-frontend-development,"{""team"": ""frontend"", ""env"": ""development""}",asia-east1
2025-12-07 22:01:54 UTC,Cloud Storage,Standard Storage,20.8416,USD,gcp-backend-production,"{""team"": ""backend"", ""env"": ""production""}",europe-west1
2025-12-07 22:01:54 UTC,Cloud Storage,Standard Storage,18.9408,USD,gcp-backend-staging,"{""team"": ""backend"", ""env"": ""staging""}",asia-east1
2025-12-07 22:01:54 UTC,Cloud Storage,Standard Storage,20.6143,USD,gcp-backend-development,"{""team"": ""backend"", ""env"": ""development""}",asia-east1
2025-12-07 22:01:54 UTC,BigQuery,Analysis,35.664,USD,gcp-platform-production,"{""team"": ""platform"", ""env"": ""production""}",us-central1
2025-12-07 22:01:54 UTC,BigQuery,Analysis,35.0224,USD,gcp-platform-staging,"{""team"": ""platform"", ""env"": ""staging""}",us-central1
2025-12-07 22:01:54 UTC,BigQuery,Analysis,36.6147,USD,gcp-platform-development,"{""team"": ""platform"", ""env"": ""development""}",us-central1
2025-12-07 22:01:54 UTC,BigQuery,Analysis,38.2747,USD,gcp-data-eng-production,"{""team"": ""data-eng"", ""env"": ""production""}",us-central1
2025-12-07 22:01:54 UTC,BigQuery,Analysis,41.0838,USD,gcp-data-eng-staging,"{""team"": ""data-eng"", ""env"": ""staging""}",asia-east1
2025-12-07 22:01:54 UTC,BigQuery,Analysis,37.9517,USD,gcp-data-eng-development,"{""team"": ""data-eng"", ""env"": ""development""}",us-central1
2025-12-07 22:01:54 UTC,BigQuery,Analysis,42.3693,USD,gcp-ml-team-production,"{""team"": ""ml-team"", ""env"": ""production""}",europe-west1
2025-12-07 22:01:54 UTC,BigQuery,Analysis,37.0563,USD,gcp-ml-team-staging,"{""team"": ""ml-team"", ""env"": ""staging""}",asia-east1
2025-12-07 22:01:54 UTC,BigQuery,Analysis,41.1054,USD,gcp-ml-team-development,"{""team"": ""ml-team"", ""env"": ""development""}",europe-west1
2025-12-07 22:01:54 UTC,BigQuery,Analysis,37.6565,USD,gcp-frontend-production,"{""team"": ""frontend"", ""env"": ""production""}",europe-west1
2025-12-07 22:01:54 UTC,BigQuery,Analysis,37.1557,USD,gcp-frontend-staging,"{""team"": ""frontend"", ""env"": ""staging""}",us-central1
2025-12-07 22:01:54 UTC,BigQuery,Analysis,36.112,USD,gcp-frontend-development,"{""team"": ""frontend"", ""env"": ""development""}",asia-east1
2025-12-07 22:01:54 UTC,BigQuery,Analysis,37.3074,USD,gcp-backend-production,"{""team"": ""backend"", ""env"": ""production""}",europe-west1
2025-12-07 22:01:54 UTC,BigQuery,Analysis,37.6463,USD,gcp-backend-staging,"{""team"": ""backend"", ""env"": ""staging""}",us-central1
2025-12-07 22:01:54 UTC,BigQuery,Analysis,32.9165,USD,gcp-backend-development,"{""team"": ""backend"", ""env"": ""development""}",europe-west1
2025-12-07 22:01:54 UTC,Cloud Run,CPU Allocation Time,11.5798,USD,gcp-platform-production,"{""team"": ""platform"", ""env"": ""production""}",asia-east1
2025-12-07 22:01:54 UTC,Cloud Run,CPU Allocation Time,9.8921,USD,gcp-platform-staging,"{""team"": ""platform"", ""env"": ""staging""}",asia-east1
2025-12-07 22:01:54 UTC,Cloud Run,CPU Allocation Time,11.5806,USD,gcp-platform-development,"{""team"": ""platform"", ""env"": ""development""}",us-central1
2025-12-07 22:01:54 UTC,Cloud Run,CPU Allocation Time,11.5016,USD,gcp-data-eng-production,"{""team"": ""data-eng"", ""env"": ""production""}",us-central1
2025-12-07 22:01:54 UTC,Cloud Run,CPU Allocation Time,12.137,USD,gcp-data-eng-staging,"{""team"": ""data-eng"", ""env"": ""staging""}",asia-east1
2025-12-07 22:01:54 UTC,Cloud Run,CPU Allocation Time,10.3727,USD,gcp-data-eng-development,"{""team"": ""data-eng"", ""env"": ""development""}",europe-west1
2025-12-07 22:01:54 UTC,Cloud Run,CPU Allocation Time,10.2761,USD,gcp-ml-team-production,"{""team"": ""ml-team"", ""env"": ""production""}",us-central1
2025-12-07 22:01:54 UTC,Cloud Run,CPU Allocation Time,11.8944,USD,gcp-ml-team-staging,"{""team"": ""ml-team"", ""env"": ""staging""}",us-central1
2025-12-07 22:01:54 UTC,Cloud Run,CPU Allocation Time,10.2083,USD,gcp-ml-team-development,"{""team"": ""ml-team"", ""env"": ""development""}",asia-east1
2025-12-07 22:01:54 UTC,Cloud Run,CPU Allocation Time,10.1322,USD,gcp-frontend-production,"{""team"": ""frontend"", ""env"": ""production""}",us-central1
2025-12-07 22:01:54 UTC,Cloud Run,CPU Allocation Time,11.2,USD,gcp-frontend-staging,"{""team"": ""frontend"", ""env"": ""staging""}",us-central1
2025-12-07 22:01:54 UTC,Cloud Run,CPU Allocation Time,11.0027,USD,gcp-frontend-development,"{""team"": ""frontend"", ""env"": ""development""}",asia-east1
2025-12-07 22:01:54 UTC,Cloud Run,CPU Allocation Time,11.1589,USD,gcp-backend-production,"{""team"": ""backend"", ""env"": ""production""}",asia-east1
2025-12-07 22:01:54 UTC,Cloud Run,CPU Allocation Time,11.4543,USD,gcp-backend-staging,"{""team"": ""backend"", ""env"": ""staging""}",asia-east1
2025-12-07 22:01:54 UTC,Cloud Run,CPU Allocation Time,11.4586,USD,gcp-backend-development,"{""team"": ""backend"", ""env"": ""development""}",asia-east1
2025-12-07 22:01:54 UTC,Cloud SQL,DB Custom Core,33.3145,USD,gcp-platform-production,"{""team"": ""platform"", ""env"": ""production""}",europe-west1
2025-12-07 22:01:54 UTC,Cloud SQL,DB Custom Core,33.61,USD,gcp-platform-staging,"{""team"": ""platform"", ""env"": ""staging""}",europe-west1
2025-12-07 22:01:54 UTC,Cloud SQL,DB Custom Core,33.34,USD,gcp-platform-development,"{""team"": ""platform"", ""env"": ""development""}",us-central1
2025-12-07 22:01:54 UTC,Cloud SQL,DB Custom Core,33.5798,USD,gcp-data-eng-production,"{""team"": ""data-eng"", ""env"": ""production""}",us-central1
2025-12-07 22:01:54 UTC,Cloud SQL,DB Custom Core,30.2438,USD,gcp-data-eng-staging,"{""team"": ""data-eng"", ""env"": ""staging""}",us-central1
2025-12-07 22:01:54 UTC,Cloud SQL,DB Custom Core,35.2707,USD,gcp-data-eng-development,"{""team"": ""data-eng"", ""env"": ""development""}",asia-east1
2025-12-07 22:01:54 UTC,Cloud SQL,DB Custom Core,35.9569,USD,gcp-ml-team-production,"{""team"": ""ml-team"", ""env"": ""production""}",us-central1
2025-12-07 22:01:54 UTC,Cloud SQL,DB Custom Core,34.9917,USD,gcp-ml-team-staging,"{""team"": ""ml-team"", ""env"": ""staging""}",us-central1
2025-12-07 22:01:54 UTC,Cloud SQL,DB Custom Core,34.8114,USD,gcp-ml-team-development,"{""team"": ""ml-team"", ""env"": ""development""}",europe-west1
2025-12-07 22:01:54 UTC,Cloud SQL,DB Custom Core,31.1743,USD,gcp-frontend-production,"{""team"": ""frontend"", ""env"": ""production""}",europe-west1
2025-12-07 22:01:54 UTC,Cloud SQL,DB Custom Core,30.1786,USD,gcp-frontend-staging,"{""team"": ""frontend"", ""env"": ""staging""}",europe-west1
2025-12-07 22:01:54 UTC,Cloud SQL,DB Custom Core,35.4454,USD,gcp-frontend-development,"{""team"": ""frontend"", ""env"": ""development""}",europe-west1
2025-12-07 22:01:54 UTC,Cloud SQL,DB Custom Core,33.5641,USD,gcp-backend-production,"{""team"": ""backend"", ""env"": ""production""}",us-central1
2025-12-07 22:01:54 UTC,Cloud SQL,DB Custom Core,33.8946,USD,gcp-backend-staging,"{""team"": ""backend"", ""env"": ""staging""}",us-central1
2025-12-07 22:01:54 UTC,Cloud SQL,DB Custom Core,34.0,USD,gcp-backend-development,"{""team"": ""backend"", ""env"": ""development""}",us-central1
2025-12-07 22:01:54 UTC,Networking,Network Egress,12.3999,USD,gcp-platform-production,"{""team"": ""platform"", ""env"": ""production""}",europe-west1
2025-12-07 22:01:54 UTC,Networking,Network Egress,12.732,USD,gcp-platform-staging,"{""team"": ""platform"", ""env"": ""staging""}",asia-east1
2025-12-07 22:01:54 UTC,Networking,Network Egress,12.0994,USD,gcp-platform-development,"{""team"": ""platform"", ""env"": ""development""}",asia-east1
2025-12-07 22:01:54 UTC,Networking,Network Egress,10.5564,USD,gcp-data-eng-production,"{""team"": ""data-eng"", ""env"": ""production""}",asia-east1
2025-12-07 22:01:54 UTC,Networking,Network Egress,12.7677,USD,gcp-data-eng-staging,"{""team"": ""data-eng"", ""env"": ""staging""}",us-central1
2025-12-07 22:01:54 UTC,Networking,Network Egress,12.6732,USD,gcp-data-eng-development,"{""team"": ""data-eng"", ""env"": ""development""}",europe-west1
2025-12-07 22:01:54 UTC,Networking,Network Egress,11.0769,USD,gcp-ml-team-production,"{""team"": ""ml-team"", ""env"": ""production""}",europe-west1
2025-12-07 22:01:54 UTC,Networking,Network Egress,11.1865,USD,gcp-ml-team-staging,"{""team"": ""ml-team"", ""env"": ""staging""}",us-central1
2025-12-07 22:01:54 UTC,Networking,Network Egress,12.9337,USD,gcp-ml-team-development,"{""team"": ""ml-team"", ""env"": ""development""}",us-central1
2025-12-07 22:01:54 UTC,Networking,Network Egress,13.1349,USD,gcp-frontend-production,"{""team"": ""frontend"", ""env"": ""production""}",asia-east1
2025-12-07 22:01:54 UTC,Networking,Network Egress,9.9096,USD,gcp-frontend-staging,"{""team"": ""frontend"", ""env"": ""staging""}",europe-west1
2025-12-07 22:01:54 UTC,Networking,Network Egress,12.5567,USD,gcp-frontend-development,"{""team"": ""frontend"", ""env"": ""development""}",us-central1
2025-12-07 22:01:54 UTC,Networking,Network Egress,11.9926,USD,gcp-backend-production,"{""team"": ""backend"", ""env"": ""production""}",us-central1
2025-12-07 22:01:54 UTC,Networking,Network Egress,12.244,USD,gcp-backend-staging,"{""team"": ""backend"", ""env"": ""staging""}",us-central1
2025-12-07 22:01:54 UTC,Networking,Network Egress,12.2927,USD,gcp-backend-development,"{""team"": ""backend"", ""env"": ""development""}",us-central1
2025-12-07 22:01:54 UTC,Kubernetes Engine,Cluster Management,36.8413,USD,gcp-platform-production,"{""team"": ""platform"", ""env"": ""production""}",us-central1
2025-12-07 22:01:54 UTC,Kubernetes Engine,Cluster Management,40.6956,USD,gcp-platform-staging,"{""team"": ""platform"", ""env"": ""staging""}",asia-east1
2025-12-07 22:01:54 UTC,Kubernetes Engine,Cluster Management,37.0429,USD,gcp-platform-development,"{""team"": ""platform"", ""env"": ""development""}",asia-east1
2025-12-07 22:01:54 UTC,Kubernetes Engine,Cluster Management,28.8398,USD,gcp-data-eng-production,"{""team"": ""data-eng"", ""env"": ""production""}",europe-west1
2025-12-07 22:01:54 UTC,Kubernetes Engine,Cluster Management,29.2658,USD,gcp-data-eng-staging,"{""team"": ""data-eng"", ""env"": ""staging""}",us-central1
2025-12-07 22:01:54 UTC,Kubernetes Engine,Cluster Management,25.7335,USD,gcp-data-eng-development,"{""team"": ""data-eng"", ""env"": ""development""}",us-central1
2025-12-07 22:01:54 UTC,Kubernetes Engine,Cluster Management,25.7804,USD,gcp-ml-team-production,"{""team"": ""ml-team"", ""env"": ""production""}",asia-east1
2025-12-07 22:01:54 UTC,Kubernetes Engine,Cluster Management,27.6248,USD,gcp-ml-team-staging,"{""team"": ""ml-team"", ""env"": ""staging""}",europe-west1
2025-12-07 22:01:54 UTC,Kubernetes Engine,Cluster Management,30.2914,USD,gcp-ml-team-development,"{""team"": ""ml-team"", ""env"": ""development""}",us-central1
2025-12-07 22:01:54 UTC,Kubernetes Engine,Cluster Management,26.2696,USD,gcp-frontend-production,"{""team"": ""frontend"", ""env"": ""production""}",us-central1
2025-12-07 22:01:54 UTC,Kubernetes Engine,Cluster Management,26.6332,USD,gcp-frontend-staging,"{""team"": ""frontend"", ""env"": ""staging""}",europe-west1
2025-12-07 22:01:54 UTC,Kubernetes Engine,Cluster Management,28.0227,USD,gcp-frontend-development,"{""team"": ""frontend"", ""env"": ""development""}",us-central1
2025-12-07 22:01:54 UTC,Kubernetes Engine,Cluster Management,28.6667,USD,gcp-backend-production,"{""team"": ""backend"", ""env"": ""production""}",us-central1
2025-12-07 22:01:54 UTC,Kubernetes Engine,Cluster Management,28.4177,USD,gcp-backend-staging,"{""team"": ""backend"", ""env"": ""staging""}",us-central1
2025-12-07 22:01:54 UTC,Kubernetes Engine,Cluster Management,27.4687,USD,gcp-backend-development,"{""team"": ""backend"", ""env"": ""development""}",asia-east1
2025-12-08 22:01:54 UTC,Compute Engine,N2 Instance Core,237.2181,USD,gcp-platform-production,"{""team"": ""platform"", ""env"": ""production""}",asia-east1
2025-12-08 22:01:54 UTC,Compute Engine,N2 Instance Core,248.0326,USD,gcp-platform-staging,"{""team"": ""platform"", ""env"": ""staging""}",us-central1
2025-12-08 22:01:54 UTC,Compute Engine,N2 Instance Core,188.0945,USD,gcp-platform-development,"{""team"": ""platform"", ""env"": ""development""}",asia-east1
2025-12-08 22:01:54 UTC,Compute Engine,N2 Instance Core,274.12,USD,gcp-data-eng-production,"{""team"": ""data-eng"", ""env"": ""production""}",us-central1
2025-12-08 22:01:54 UTC,Compute Engine,N2 Instance Core,239.2494,USD,gcp-data-eng-staging,"{""team"": ""data-eng"", ""env"": ""staging""}",asia-east1
2025-12-08 22:01:54 UTC,Compute Engine,N2 Instance Core,245.4955,USD,gcp-data-eng-development,"{""team"": ""data-eng"", ""env"": ""development""}",europe-west1
2025-12-08 22:01:54 UTC,Compute Engine,N2 Instance Core,278.0248,USD,gcp-ml-team-production,"{""team"": ""ml-team"", ""env"": ""production""}",asia-east1
2025-12-08 22:01:54 UTC,Compute Engine,N2 Instance Core,229.8235,USD,gcp-ml-team-staging,"{""team"": ""ml-team"", ""env"": ""staging""}",us-central1
2025-12-08 22:01:54 UTC,Compute Engine,N2 Instance Core,281.974,USD,gcp-ml-team-development,"{""team"": ""ml-team"", ""env"": ""development""}",us-central1
2025-12-08 22:01:54 UTC,Compute Engine,N2 Instance Core,254.9529,USD,gcp-frontend-production,"{""team"": ""frontend"", ""env"": ""production""}",europe-west1
2025-12-08 22:01:54 UTC,Compute Engine,N2 Instance Core,249.9792,USD,gcp-frontend-staging,"{""team"": ""frontend"", ""env"": ""staging""}",asia-east1
2025-12-08 22:01:54 UTC,Compute Engine,N2 Instance Core,253.328,USD,gcp-frontend-development,"{""team"": ""frontend"", ""env"": ""development""}",us-central1
2025-12-08 22:01:54 UTC,Compute Engine,N2 Instance Core,228.1238,USD,gcp-backend-production,"{""team"": ""backend"", ""env"": ""production""}",asia-east1
2025-12-08 22:01:54 UTC,Compute Engine,N2 Instance Core,214.4225,USD,gcp-backend-staging,"{""team"": ""backend"", ""env"": ""staging""}",us-central1
2025-12-08 22:01:54 UTC,Compute Engine,N2 Instance Core,222.3719,USD,gcp-backend-development,"{""team"": ""backend"", ""env"": ""development""}",asia-east1
2025-12-08 22:01:54 UTC,Cloud Storage,Standard Storage,40.246,USD,gcp-platform-production,"{""team"": ""platform"", ""env"": ""production""}",us-central1
2025-12-08 22:01:54 UTC,Cloud Storage,Standard Storage,34.9499,USD,gcp-platform-staging,"{""team"": ""platform"", ""env"": ""staging""}",us-central1
2025-12-08 22:01:54 UTC,Cloud Storage,Standard Storage,33.0689,USD,gcp-platform-development,"{""team"": ""platform"", ""env"": ""development""}",europe-west1
2025-12-08 22:01:54 UTC,Cloud Storage,Standard Storage,37.1916,USD,gcp-data-eng-production,"{""team"": ""data-eng"", ""env"": ""production""}",europe-west1
2025-12-08 22:01:54 UTC,Cloud Storage,Standard Storage,38.9037,USD,gcp-data-eng-staging,"{""team"": ""data-eng"", ""env"": ""staging""}",asia-east1
2025-12-08 22:01:54 UTC,Cloud Storage,Standard Storage,37.5004,USD,gcp-data-eng-development,"{""team"": ""data-eng"", ""env"": ""development""}",europe-west1
2025-12-08 22:01:54 UTC,Cloud Storage,Standard Storage,38.9867,USD,gcp-ml-team-production,"{""team"": ""ml-team"", ""env"": ""production""}",asia-east1
2025-12-08 22:01:54 UTC,Cloud Storage,Standard Storage,40.423,USD,gcp-ml-team-staging,"{""team"": ""ml-team"", ""env"": ""staging""}",europe-west1
2025-12-08 22:01:54 UTC,Cloud Storage,Standard Storage,38.8948,USD,gcp-ml-team-development,"{""team"": ""ml-team"", ""env"": ""development""}",us-central1
2025-12-08 22:01:54 UTC,Cloud Storage,Standard Storage,36.9959,USD,gcp-frontend-production,"{""team"": ""frontend"", ""env"": ""production""}",asia-east1
2025-12-08 22:01:54 UTC,Cloud Storage,Standard Storage,35.9742,USD,gcp-frontend-staging,"{""team"": ""frontend"", ""env"": ""staging""}",europe-west1
2025-12-08 22:01:54 UTC,Cloud Storage,Standard Storage,39.4171,USD,gcp-frontend-development,"{""team"": ""frontend"", ""env"": ""development""}",europe-west1
2025-12-08 22:01:54 UTC,Cloud Storage,Standard Storage,38.12,USD,gcp-backend-production,"{""team"": ""backend"", ""env"": ""production""}",europe-west1
2025-12-08 22:01:54 UTC,Cloud Storage,Standard Storage,35.1458,USD,gcp-backend-staging,"{""team"": ""backend"", ""env"": ""staging""}",asia-east1
2025-12-08 22:01:54 UTC,Cloud Storage,Standard Storage,40.8082,USD,gcp-backend-development,"{""team"": ""backend"", ""env"": ""development""}",europe-west1
2025-12-08 22:01:54 UTC,BigQuery,Analysis,67.7076,USD,gcp-platform-production,"{""team"": ""platform"", ""env"": ""production""}",us-central1
2025-12-08 22:01:54 UTC,BigQuery,Analysis,69.5262,USD,gcp-platform-staging,"{""team"": ""platform"", ""env"": ""staging""}",asia-east1
2025-12-08 22:01:54 UTC,BigQuery,Analysis,64.663,USD,gcp-platform-development,"{""team"": ""platform"", ""env"": ""development""}",asia-east1
2025-12-08 22:01:54 UTC,BigQuery,Analysis,71.75,USD,gcp-data-eng-production,"{""team"": ""data-eng"", ""env"": ""production""}",asia-east1
2025-12-08 22:01:54 UTC,BigQuery,Analysis,59.109,USD,gcp-data-eng-staging,"{""team"": ""data-eng"", ""env"": ""staging""}",us-central1
2025-12-08 22:01:54 UTC,BigQuery,Analysis,74.2854,USD,gcp-data-eng-development,"{""team"": ""data-eng"", ""env"": ""development""}",europe-west1
2025-12-08 22:01:54 UTC,BigQuery,Analysis,57.4639,USD,gcp-ml-team-production,"{""team"": ""ml-team"", ""env"": ""production""}",asia-east1
2025-12-08 22:01:54 UTC,BigQuery,Analysis,60.0805,USD,gcp-ml-team-staging,"{""team"": ""ml-team"", ""env"": ""staging""}",europe-west1
2025-12-08 22:01:54 UTC,BigQuery,Analysis,67.6595,USD,gcp-ml-team-development,"{""team"": ""ml-team"", ""env"": ""development""}",asia-east1
2025-12-08 22:01:54 UTC,BigQuery,Analysis,64.0173,USD,gcp-frontend-production,"{""team"": ""frontend"", ""env"": ""production""}",asia-east1
2025-12-08 22:01:54 UTC,BigQuery,Analysis,64.9594,USD,gcp-frontend-staging,"{""team"": ""frontend"", ""env"": ""staging""}",europe-west1
2025-12-08 22:01:54 UTC,BigQuery,Analysis,64.0157,USD,gcp-frontend-development,"{""team"": ""frontend"", ""env"": ""development""}",us-central1
2025-12-08 22:01:54 UTC,BigQuery,Analysis,62.8429,USD,gcp-backend-production,"{""team"": ""backend"", ""env"": ""production""}",asia-east1
2025-12-08 22:01:54 UTC,BigQuery,Analysis,67.9627,USD,gcp-backend-staging,"{""team"": ""backend"", ""env"": ""staging""}",us-central1
2025-12-08 22:01:54 UTC,BigQuery,Analysis,66.2615,USD,gcp-backend-development,"{""team"": ""backend"", ""env"": ""development""}",europe-west1
2025-12-08 22:01:54 UTC,Cloud Run,CPU Allocation Time,21.3288,USD,gcp-platform-production,"{""team"": ""platform"", ""env"": ""production""}",us-central1
2025-12-08 22:01:54 UTC,Cloud Run,CPU Allocation Time,20.1975,USD,gcp-platform-staging,"{""team"": ""platform"", ""env"": ""staging""}",asia-east1
2025-12-08 22:01:54 UTC,Cloud Run,CPU Allocation Time,19.4987,USD,gcp-platform-development,"{""team"": ""platform"", ""env"": ""development""}",us-central1
2025-12-08 22:01:54 UTC,Cloud Run,CPU Allocation Time,21.1736,USD,gcp-data-eng-production,"{""team"": ""data-eng"", ""env"": ""production""}",europe-west1
2025-12-08 22:01:54 UTC,Cloud Run,CPU Allocation Time,17.5088,USD,gcp-data-eng-staging,"{""team"": ""data-eng"", ""env"": ""staging""}",us-central1
2025-12-08 22:01:54 UTC,Cloud Run,CPU Allocation Time,16.455,USD,gcp-data-eng-development,"{""team"": ""data-eng"", ""env"": ""development""}",asia-east1
2025-12-08 22:01:54 UTC,Cloud Run,CPU Allocation Time,17.8524,USD,gcp-ml-team-production,"{""team"": ""ml-team"", ""env"": ""production""}",us-central1
2025-12-08 22:01:54 UTC,Cloud Run,CPU Allocation Time,19.6018,USD,gcp-ml-team-staging,"{""team"": ""ml-team"", ""env"": ""staging""}",asia-east1
2025-12-08 22:01:54 UTC,Cloud Run,CPU Allocation Time,20.6351,USD,gcp-ml-team-development,"{""team"": ""ml-team"", ""env"": ""development""}",us-central1
2025-12-08 22:01:54 UTC,Cloud Run,CPU Allocation Time,16.3293,USD,gcp-frontend-production,"{""team"": ""frontend"", ""env"": ""production""}",europe-west1
2025-12-08 22:01:54 UTC,Cloud Run,CPU Allocation Time,20.0684,USD,gcp-frontend-staging,"{""team"": ""frontend"", ""env"": ""staging""}",europe-west1
2025-12-08 22:01:54 UTC,Cloud Run,CPU Allocation Time,19.5862,USD,gcp-frontend-development,"{""team"": ""frontend"", ""env"": ""development""}",us-central1
2025-12-08 22:01:54 UTC,Cloud Run,CPU Allocation Time,20.2773,USD,gcp-backend-production,"{""team"": ""backend"", ""env"": ""production""}",asia-east1
2025-12-08 22:01:54 UTC,Cloud Run,CPU Allocation Time,17.4028,USD,gcp-backend-staging,"{""team"": ""backend"", ""env"": ""staging""}",europe-west1
2025-12-08 22:01:54 UTC,Cloud Run,CPU Allocation Time,23.7616,USD,gcp-backend-development,"{""team"": ""backend"", ""env"": ""development""}",us-central1
2025-12-08 22:01:54 UTC,Cloud SQL,DB Custom Core,61.0855,USD,gcp-platform-production,"{""team"": ""platform"", ""env"": ""production""}",asia-east1
2025-12-08 22:01:54 UTC,Cloud SQL,DB Custom Core,55.754,USD,gcp-platform-staging,"{""team"": ""platform"", ""env"": ""staging""}",europe-west1
2025-12-08 22:01:54 UTC,Cloud SQL,DB Custom Core,61.4991,USD,gcp-platform-development,"{""team"": ""platform"", ""env"": ""development""}",us-central1
2025-12-08 22:01:54 UTC,Cloud SQL,DB Custom Core,67.3242,USD,gcp-data-eng-production,"{""team"": ""data-eng"", ""env"": ""production""}",europe-west1
2025-12-08 22:01:54 UTC,Cloud SQL,DB Custom Core,55.4576,USD,gcp-data-eng-staging,"{""team"": ""data-eng"", ""env"": ""staging""}",europe-west1
2025-12-08 22:01:54 UTC,Cloud SQL,DB Custom Core,54.5696,USD,gcp-data-eng-development,"{""team"": ""data-eng"", ""env"": ""development""}",asia-east1
2025-12-08 22:01:54 UTC,Cloud SQL,DB Custom Core,60.4433,USD,gcp-ml-team-production,"{""team"": ""ml-team"", ""env"": ""production""}",europe-west1
2025-12-08 22:01:54 UTC,Cloud SQL,DB Custom Core,60.8073,USD,gcp-ml-team-staging,"{""team"": ""ml-team"", ""env"": ""staging""}",asia-east1
2025-12-08 22:01:54 UTC,Cloud SQL,DB Custom Core,63.9734,USD,gcp-ml-team-development,"{""team"": ""ml-team"", ""env"": ""development""}",europe-west1
2025-12-08 22:01:54 UTC,Cloud SQL,DB Custom Core,67.2409,USD,gcp-frontend-production,"{""team"": ""frontend"", ""env"": ""production""}",asia-east1
2025-12-08 22:01:54 UTC,Cloud SQL,DB Custom Core,64.2745,USD,gcp-frontend-staging,"{""team"": ""frontend"", ""env"": ""staging""}",asia-east1
2025-12-08 22:01:54 UTC,Cloud SQL,DB Custom Core,55.0266,USD,gcp-frontend-development,"{""team"": ""frontend"", ""env"": ""development""}",asia-east1
2025-12-08 22:01:54 UTC,Cloud SQL,DB Custom Core,56.3775,USD,gcp-backend-production,"{""team"": ""backend"", ""env"": ""production""}",asia-east1
2025-12-08 22:01:54 UTC,Cloud SQL,DB Custom Core,57.5411,USD,gcp-backend-staging,"{""team"": ""backend"", ""env"": ""staging""}",us-central1
2025-12-08 22:01:54 UTC,Cloud SQL,DB Custom Core,64.2646,USD,gcp-backend-development,"{""team"": ""backend"", ""env"": ""development""}",europe-west1
2025-12-08 22:01:54 UTC,Networking,Network Egress,23.1037,USD,gcp-platform-production,"{""team"": ""platform"", ""env"": ""production""}",europe-west1
2025-12-08 22:01:54 UTC,Networking,Network Egress,24.1196,USD,gcp-platform-staging,"{""team"": ""platform"", ""env"": ""staging""}",asia-east1
2025-12-08 22:01:54 UTC,Networking,Network Egress,23.0283,USD,gcp-platform-development,"{""team"": ""platform"", ""env"": ""development""}",us-central1
2025-12-08 22:01:54 UTC,Networking,Network Egress,21.189,USD,gcp-data-eng-production,"{""team"": ""data-eng"", ""env"": ""production""}",us-central1
2025-12-08 22:01:54 UTC,Networking,Network Egress,21.8572,USD,gcp-data-eng-staging,"{""team"": ""data-eng"", ""env"": ""staging""}",us-central1
2025-12-08 22:01:54 UTC,Networking,Network Egress,19.8953,USD,gcp-data-eng-development,"{""team"": ""data-eng"", ""env"": ""development""}",asia-east1
2025-12-08 22:01:54 UTC,Networking,Network Egress,23.137,USD,gcp-ml-team-production,"{""team"": ""ml-team"", ""env"": ""production""}",us-central1
2025-12-08 22:01:54 UTC,Networking,Network Egress,21.1912,USD,gcp-ml-team-staging,"{""team"": ""ml-team"", ""env"": ""staging""}",asia-east1
2025-12-08 22:01:54 UTC,Networking,Network Egress,24.0618,USD,gcp-ml-team-development,"{""team"": ""ml-team"", ""env"": ""development""}",europe-west1
2025-12-08 22:01:54 UTC,Networking,Network Egress,23.0938,USD,gcp-frontend-production,"{""team"": ""frontend"", ""env"": ""production""}",asia-east1
2025-12-08 22:01:54 UTC,Networking,Network Egress,25.1691,USD,gcp-frontend-staging,"{""team"": ""frontend"", ""env"": ""staging""}",asia-east1
2025-12-08 22:01:54 UTC,Networking,Network Egress,22.8137,USD,gcp-frontend-development,"{""team"": ""frontend"", ""env"": ""development""}",asia-east1
2025-12-08 22:01:54 UTC,Networking,Network Egress,22.7847,USD,gcp-backend-production,"{""team"": ""backend"", ""env"": ""production""}",europe-west1
2025-12-08 22:01:54 UTC,Networking,Network Egress,21.8793,USD,gcp-backend-staging,"{""team"": ""backend"", ""env"": ""staging""}",europe-west1
2025-12-08 22:01:54 UTC,Networking,Network Egress,21.5659,USD,gcp-backend-development,"{""team"": ""backend"", ""env"": ""development""}",europe-west1
